Project Name,Description,Skills Required,Difficulty Level,Category,Resources,Student_ID,Branch,Interest_Area,Preferred_Domain,CGPA
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Intermediate,Deep Learning,https://nltk.org/,STU01178,IT,Data Science,Game Development,6.43
Image Classifier,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, Tkinter, Algorithms",Intermediate,Data Structures,https://www.tensorflow.org/,STU01179,CE,Web Development,Game Development,9.04
Weather App,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Advanced,Game Development,https://www.geeksforgeeks.org/,STU01180,IT,Blockchain,Game Development,8.17
Library Management System,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","C++, Data Structures",Beginner,System Design,https://nltk.org/,STU01181,EEE,Game Development,Data Structures,9.85
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Intermediate,Web Development,https://www.tensorflow.org/,STU01182,IT,IoT,AI/ML,7.37
Tic-Tac-Toe Game,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Java, MySQL",Beginner,Software Development,https://freecodecamp.org/,STU01183,IT,Game Development,Deep Learning,8.53
Tic-Tac-Toe Game,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, TensorFlow, Keras",Beginner,System Design,https://docs.djangoproject.com/,STU01184,CE,Game Development,System Design,9.73
Weather App,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Intermediate,Software Development,https://www.geeksforgeeks.org/,STU01185,ME,IoT,Game Development,6.41
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Beginner,AI/ML,https://nltk.org/,STU01186,CE,Data Science,Data Structures,9.75
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Advanced,Data Structures,https://www.tensorflow.org/,STU01187,EEE,IoT,AI/ML,8.75
Personal Portfolio Website,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, pandas, sklearn",Beginner,AI/ML,https://nltk.org/,STU01188,ME,Game Development,Deep Learning,6.27
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Beginner,System Design,https://freecodecamp.org/,STU01189,CSE,Blockchain,Data Structures,7.2
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Beginner,Web Development,https://openweathermap.org/,STU01190,CSE,Blockchain,System Design,8.83
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Intermediate,Game Development,https://docs.djangoproject.com/,STU01191,EEE,Blockchain,System Design,6.27
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Advanced,Web Development,https://www.tensorflow.org/,STU01192,CE,Data Science,Deep Learning,8.33
Personal Portfolio Website,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, Tkinter, Algorithms",Beginner,Game Development,https://www.tensorflow.org/,STU01193,ECE,AI/ML,Game Development,7.38
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Intermediate,Machine Learning,https://openweathermap.org/,STU01194,EEE,IoT,System Design,8.48
Weather App,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Beginner,Machine Learning,https://www.tensorflow.org/,STU01195,ME,Blockchain,AI/ML,6.18
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Beginner,Web Development,https://freecodecamp.org/,STU01196,ME,IoT,Data Structures,9.49
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Intermediate,Data Structures,https://nltk.org/,STU01197,IT,Blockchain,AI/ML,9.89
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Beginner,System Design,https://openweathermap.org/,STU01198,CSE,Data Science,Game Development,9.88
Image Classifier,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, NLP, NLTK",Advanced,System Design,https://kaggle.com/,STU01199,ME,AI/ML,AI/ML,9.0
Movie Recommendation System,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, pandas, sklearn",Intermediate,Software Development,https://nltk.org/,STU01200,EEE,AI/ML,AI/ML,6.52
Weather App,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Advanced,System Design,https://openweathermap.org/,STU01201,ME,Blockchain,Web Development,9.03
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Beginner,Web Development,https://www.tensorflow.org/,STU01202,EEE,Data Science,AI/ML,6.1
Movie Recommendation System,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, TensorFlow, Keras",Beginner,AI/ML,https://kaggle.com/,STU01203,ECE,Web Development,Deep Learning,6.09
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Intermediate,Data Structures,https://openweathermap.org/,STU01204,IT,IoT,Data Structures,7.29
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Intermediate,Web Development,https://openweathermap.org/,STU01205,CSE,IoT,Web Development,7.95
E-commerce App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, API, Flask",Intermediate,System Design,https://kaggle.com/,STU01206,ME,Game Development,Data Structures,9.08
